[3.48828125, 3.87890625, 3.625, 3.62109375, 3.3046875, 1.8046875, 1.2578125, 1.43359375, 1.1484375, 1.39453125, 1.23828125, 1.18359375, 1.35546875, 1.02734375, 1.3046875, 1.0859375, 0.88671875, 0.99609375, 1.21484375, 0.8828125, 0.91015625, 0.80078125, 0.78125, 0.67578125, 0.7734375, 0.78125, 0.7578125, 0.65625, 0.55078125, 0.7578125, 0.83203125, 0.80078125, 0.69140625, 0.546875, 0.47265625, 0.4609375, 0.765625, 0.5078125, 0.2734375, 0.4375, 0.44921875, 1.5859375, 0.83203125, 0.37109375, 0.28515625, 0.875, 0.76171875, 0.3046875, 0.2578125, 0.796875, 0.80859375, 0.80078125, 0.2421875, 0.19140625, 0.1796875, 0.8203125, 0.20703125, 0.2265625, 0.2109375, 0.203125, 0.15625, 0.12109375, 0.15234375, 0.11328125, 0.18359375, 0.1953125, 0.1640625, 0.12890625, 0.87109375, 0.12890625, 0.109375, 0.12890625, 0.88671875, 0.078125, 0.09765625, 0.1015625, 0.08203125, 0.0625, 0.9375, 0.0625, 0.06640625, 0.0703125, 0.1171875, 0.0625, 0.05078125, 0.0390625, 0.03515625, 0.046875, 0.06640625, 0.04296875, 0.03515625, 0.015625, 0.02734375, 0.046875, 0.0234375, 0.015625, 0.03125, 0.01171875, 0.00390625]
[3.9375, 2.6796875, 2.3046875, 2.58984375, 3.5078125, 2.31640625, 1.63671875, 1.5, 1.58984375, 1.15234375, 1.1640625, 1.4140625, 2.84375, 1.2109375, 0.87890625, 0.828125, 1.2109375, 0.8359375, 0.78515625, 1.17578125, 0.78125, 0.765625, 0.84765625, 0.94921875, 1.39453125, 0.86328125, 0.61328125, 0.78125, 0.7578125, 0.6640625, 0.56640625, 0.7578125, 0.734375, 0.4296875, 0.80859375, 0.3359375, 0.48828125, 1.609375, 0.859375, 0.83984375, 0.8359375, 0.3515625, 0.86328125, 0.359375, 0.40234375, 0.8046875, 0.81640625, 0.79296875, 0.80078125, 0.2890625, 0.2265625, 0.83203125, 0.78125, 0.234375, 0.3359375, 0.22265625, 0.21484375, 0.1953125, 0.21875, 0.875, 0.87890625, 0.91015625, 0.2109375, 0.125, 0.15234375, 0.16015625, 0.15234375, 0.15234375, 0.125, 0.84765625, 0.109375, 0.15625, 0.1171875, 0.125, 0.07421875, 0.09765625, 0.0859375, 0.0859375, 0.078125, 0.046875, 0.05859375, 0.05859375, 0.0625, 0.06640625, 0.06640625, 0.046875, 0.0625, 0.02734375, 0.02734375, 0.0234375, 0.03125, 0.03125, 0.0234375, 0.95703125, 0.01171875, 0.02734375, 0.01171875, 0.00390625, 0.0]
[4.41796875, 3.19921875, 2.84375, 2.6015625, 2.50390625, 1.515625, 1.2734375, 1.16796875, 1.32421875, 1.44140625, 1.39453125, 1.234375, 1.0390625, 1.19921875, 1.03515625, 0.8203125, 1.2578125, 0.7890625, 0.8203125, 0.8046875, 1.28125, 0.83984375, 0.66015625, 0.9296875, 0.76953125, 0.734375, 0.71875, 0.734375, 0.78125, 0.78515625, 0.55859375, 0.55859375, 0.75, 0.37890625, 0.78515625, 0.80859375, 0.75, 0.41796875, 0.78515625, 0.76171875, 0.3671875, 0.3671875, 0.76171875, 0.3515625, 0.734375, 0.85546875, 0.24609375, 0.8671875, 0.34375, 0.31640625, 0.8046875, 0.26171875, 0.28125, 0.26171875, 0.2109375, 0.83984375, 0.1796875, 0.140625, 0.84765625, 0.203125, 0.1796875, 0.19921875, 0.2265625, 0.1640625, 0.13671875, 0.18359375, 0.15234375, 0.15625, 0.08984375, 0.13671875, 0.1015625, 0.0859375, 0.10546875, 0.11328125, 0.12109375, 0.09765625, 0.07421875, 0.0625, 0.0703125, 0.078125, 0.9296875, 0.0703125, 0.0546875, 0.93359375, 0.04296875, 0.05078125, 0.03515625, 0.0390625, 0.046875, 0.0390625, 0.05078125, 0.0390625, 0.01171875, 0.015625, 0.0078125, 0.015625, 0.0078125, 0.0078125, 0.0078125]
[4.78515625, 3.51171875, 3.53515625, 2.82421875, 2.3671875, 2.39453125, 1.33984375, 1.40234375, 1.75390625, 1.23046875, 1.765625, 0.96875, 1.0390625, 1.140625, 1.26953125, 1.140625, 1.08203125, 1.07421875, 1.09765625, 0.82421875, 1.078125, 1.43359375, 0.7578125, 0.73046875, 0.76953125, 0.59765625, 1.421875, 0.78515625, 0.62890625, 0.6171875, 0.7890625, 0.5390625, 0.5, 1.4921875, 0.375, 0.7421875, 0.69921875, 0.796875, 0.34375, 0.8125, 0.38671875, 0.30859375, 0.84375, 0.31640625, 0.26953125, 0.30859375, 0.35546875, 0.27734375, 0.25390625, 0.34765625, 0.765625, 0.82421875, 0.81640625, 0.21875, 0.21875, 0.22265625, 0.16015625, 0.20703125, 0.84765625, 0.171875, 0.18359375, 0.16015625, 0.84375, 0.1875, 0.203125, 0.8359375, 0.13671875, 0.1484375, 0.13671875, 0.94140625, 0.12890625, 0.1015625, 0.10546875, 0.84765625, 0.09765625, 0.890625, 0.078125, 0.0703125, 0.15234375, 0.06640625, 0.06640625, 0.05078125, 0.0625, 0.07421875, 0.05078125, 0.0859375, 0.0390625, 0.046875, 0.0234375, 0.0234375, 0.01953125, 0.01953125, 0.0390625, 0.0234375, 0.015625, 0.01171875, 0.015625, 0.0078125, 0.00390625]
[3.41015625, 2.859375, 2.11328125, 2.2421875, 1.87109375, 2.23046875, 2.1875, 1.44921875, 1.3984375, 1.3125, 1.22265625, 1.19921875, 0.98046875, 1.3671875, 0.91796875, 0.84765625, 1.23828125, 1.140625, 0.89453125, 0.82421875, 1.28515625, 1.34375, 1.35546875, 0.796875, 0.4765625, 0.8671875, 0.80859375, 0.77734375, 0.7890625, 0.80859375, 0.578125, 1.6171875, 0.70703125, 0.546875, 0.73828125, 0.83203125, 0.36328125, 0.51953125, 0.8359375, 0.4140625, 0.3359375, 0.7421875, 0.3828125, 0.32421875, 0.28515625, 0.28125, 0.27734375, 0.203125, 0.83203125, 0.25, 0.828125, 0.17578125, 1.78125, 0.15234375, 0.87890625, 0.859375, 0.87109375, 0.875, 0.796875, 0.140625, 0.2109375, 0.16796875, 0.2421875, 0.10546875, 0.13671875, 0.12109375, 0.14453125, 0.14453125, 0.11328125, 0.1484375, 0.1328125, 0.125, 0.12109375, 0.12890625, 0.10546875, 0.078125, 0.9140625, 0.08984375, 0.0546875, 0.0390625, 0.109375, 0.07421875, 0.078125, 0.05078125, 0.05078125, 0.03125, 0.03125, 0.03125, 0.046875, 0.9609375, 0.01171875, 0.0234375, 0.03125, 0.0078125, 0.02734375, 0.01953125, 0.0078125, 0.01171875, 0.0]
[4.828125, 2.41796875, 2.37109375, 2.03515625, 2.7421875, 3.19921875, 1.73046875, 1.32421875, 1.484375, 1.359375, 1.1796875, 0.94921875, 1.375, 1.0625, 0.83203125, 1.28515625, 1.1875, 0.953125, 1.1953125, 0.86328125, 0.63671875, 0.87890625, 0.80859375, 0.6171875, 0.8125, 0.640625, 0.7734375, 0.50390625, 1.44921875, 0.75, 0.5859375, 1.37890625, 0.8359375, 0.75390625, 0.2890625, 0.79296875, 0.78125, 0.4921875, 0.375, 0.31640625, 0.8203125, 0.4375, 0.32421875, 0.3359375, 1.6171875, 0.3125, 0.79296875, 0.27734375, 0.20703125, 0.8203125, 0.30859375, 0.26953125, 0.85546875, 0.8046875, 0.8046875, 0.15234375, 0.3046875, 0.1875, 0.8515625, 0.16015625, 0.1953125, 0.203125, 0.14453125, 0.15625, 0.125, 0.18359375, 0.09765625, 0.85546875, 0.890625, 0.13671875, 0.09375, 0.09765625, 0.11328125, 0.0703125, 0.91796875, 0.0859375, 0.0625, 0.08203125, 0.08203125, 0.93359375, 0.07421875, 0.0703125, 0.05078125, 0.06640625, 0.04296875, 0.0546875, 0.04296875, 0.046875, 0.0390625, 0.02734375, 0.015625, 0.01171875, 0.0390625, 0.02734375, 0.03125, 0.0078125, 0.015625, 0.0078125, 0.0]
[4.59375, 2.3203125, 2.18359375, 2.24609375, 1.76953125, 1.55859375, 1.49609375, 1.02734375, 1.2578125, 1.36328125, 1.2265625, 1.203125, 0.984375, 1.2421875, 1.25390625, 0.8515625, 0.8984375, 0.89453125, 0.80859375, 1.015625, 0.828125, 0.73046875, 0.69921875, 0.765625, 0.83203125, 0.6875, 0.80859375, 0.796875, 0.765625, 1.45703125, 0.80859375, 0.69140625, 0.78125, 0.7890625, 0.51953125, 0.78125, 0.5078125, 0.8359375, 0.765625, 0.36328125, 0.75, 0.39453125, 0.41796875, 0.33984375, 0.75, 0.8046875, 0.3984375, 0.296875, 0.26171875, 1.69140625, 0.25390625, 0.2734375, 0.8671875, 0.19140625, 0.2578125, 0.24609375, 0.85546875, 0.18359375, 0.85546875, 0.1171875, 0.19140625, 0.15234375, 0.19140625, 0.171875, 0.1484375, 0.12109375, 0.11328125, 0.09375, 0.88671875, 0.87890625, 0.1875, 0.109375, 0.13671875, 0.10546875, 0.1015625, 0.91796875, 0.078125, 0.078125, 0.08203125, 0.9296875, 0.92578125, 0.05859375, 0.94140625, 0.06640625, 0.05859375, 0.06640625, 0.046875, 0.0390625, 0.05078125, 0.046875, 0.02734375, 0.03125, 0.01953125, 0.0234375, 0.0078125, 0.01953125, 0.01171875, 0.0078125, 0.00390625]
[6.41796875, 2.66796875, 2.01171875, 2.30859375, 2.05078125, 1.51171875, 1.98828125, 1.5, 1.26171875, 1.15234375, 1.12890625, 1.3203125, 1.359375, 1.0703125, 0.9921875, 0.87890625, 1.3203125, 0.9140625, 0.96875, 1.2265625, 2.16796875, 0.765625, 0.6875, 0.80078125, 0.71484375, 0.73828125, 0.8046875, 0.75, 0.609375, 0.52734375, 0.796875, 0.73046875, 0.734375, 0.76953125, 0.79296875, 0.46875, 0.5546875, 0.76953125, 0.75, 0.3828125, 0.79296875, 1.63671875, 0.359375, 1.6640625, 0.76953125, 0.82421875, 0.80859375, 0.828125, 0.8046875, 0.24609375, 0.26171875, 0.22265625, 0.2265625, 0.8515625, 0.19140625, 0.17578125, 0.82421875, 0.19921875, 0.18359375, 0.1953125, 0.16015625, 0.18359375, 0.19921875, 0.18359375, 0.1640625, 0.109375, 0.11328125, 0.125, 0.125, 0.125, 0.12109375, 0.109375, 0.90234375, 0.0703125, 0.07421875, 0.11328125, 0.1015625, 0.0703125, 0.1015625, 0.890625, 0.03515625, 0.09765625, 0.046875, 0.05078125, 0.046875, 0.05859375, 0.05859375, 0.03125, 0.046875, 0.02734375, 0.05078125, 0.96484375, 0.04296875, 0.01953125, 0.02734375, 0.01171875, 0.01953125, 0.0078125, 0.0078125]
[4.734375, 2.70703125, 2.66015625, 1.76953125, 2.44921875, 1.92578125, 1.2421875, 2.19140625, 1.13671875, 1.24609375, 1.0625, 1.49609375, 1.87890625, 1.26171875, 0.99609375, 1.00390625, 1.03125, 0.91015625, 0.96484375, 0.81640625, 1.01171875, 0.859375, 0.8828125, 0.87890625, 0.49609375, 1.453125, 0.76953125, 0.484375, 1.5078125, 0.5703125, 0.7109375, 0.6796875, 0.796875, 0.67578125, 0.37109375, 1.54296875, 0.46484375, 0.7421875, 1.59765625, 0.734375, 0.765625, 0.75390625, 0.39453125, 0.83203125, 0.3984375, 0.80859375, 0.390625, 0.34375, 0.765625, 0.26953125, 0.2578125, 0.3046875, 0.203125, 0.83984375, 0.24609375, 0.22265625, 0.18359375, 0.21484375, 0.21484375, 0.19140625, 0.1953125, 0.1328125, 0.8671875, 0.91015625, 0.1953125, 0.18359375, 0.1484375, 0.11328125, 0.8828125, 0.08203125, 0.14453125, 0.89453125, 0.12890625, 0.125, 0.06640625, 0.078125, 0.09765625, 0.09375, 0.91796875, 0.08203125, 0.046875, 0.08203125, 0.91796875, 0.0234375, 0.05078125, 0.03125, 0.02734375, 0.04296875, 0.046875, 0.03125, 0.04296875, 0.0234375, 0.015625, 0.0234375, 0.0078125, 0.01171875, 0.00390625, 0.0078125, 0.0]
[5.078125, 2.37109375, 2.36328125, 3.15625, 1.71875, 1.71484375, 1.40625, 1.7578125, 1.55859375, 1.5, 1.1796875, 1.55859375, 1.27734375, 1.34765625, 0.96875, 0.8828125, 1.0546875, 0.84375, 0.75390625, 0.90234375, 0.80078125, 1.02734375, 0.921875, 0.65625, 0.73046875, 0.796875, 0.66796875, 0.7890625, 0.8125, 0.78125, 0.57421875, 0.7421875, 0.4296875, 0.7890625, 0.3359375, 0.43359375, 0.75390625, 0.27734375, 0.765625, 0.33203125, 0.34375, 0.33203125, 0.296875, 0.76171875, 0.38671875, 0.3359375, 0.23828125, 0.27734375, 0.828125, 0.3828125, 0.2890625, 0.30859375, 0.8359375, 0.2890625, 0.234375, 0.91796875, 0.8828125, 0.19140625, 0.19921875, 0.10546875, 0.88671875, 0.12890625, 0.21875, 0.8671875, 0.12109375, 0.12109375, 0.1328125, 0.1328125, 0.15234375, 0.1640625, 0.109375, 0.08984375, 0.87109375, 0.12890625, 0.05859375, 0.9375, 0.09765625, 0.1171875, 0.06640625, 0.11328125, 0.04296875, 0.921875, 0.06640625, 0.03125, 0.0703125, 0.953125, 0.03125, 0.9375, 0.03515625, 0.9609375, 0.03515625, 0.0078125, 0.0234375, 0.01171875, 0.02734375, 0.0, 0.0078125, 0.0078125, 0.0078125]
